"Component";"Component Name";"Category Code";"Category String";"Sequence No";"Message";"Description";"Exception Class";
"";"";"1";"USER_INPUT";"1";"Bad value %s in parameter %s";"TODO";"com.openexchange.ajax.helper.ParamContainerException";
"";"";"1";"USER_INPUT";"1";"Object not found. %s";"TODO";"com.openexchange.api.OXObjectNotFoundException";
"";"";"1";"USER_INPUT";"5";"Request rejected because its size (%d) exceeds the maximum configured size of %d";"TODO";"com.openexchange.groupware.upload.UploadException";
"";"";"1";"USER_INPUT";"8";"An uploaded file referenced by %s could not be found";"TODO";"com.openexchange.groupware.upload.UploadException";
"";"";"5";"SUBSYSTEM_OR_SERVICE_DOWN";"5";"Cannot get database connection.";"TODO";"com.openexchange.groupware.ldap.LdapException";
"";"";"7";"INTERNAL_ERROR";"1";"File upload failed: %s";"TODO";"com.openexchange.groupware.upload.UploadException";
"";"";"7";"INTERNAL_ERROR";"4";"Cache %s could not be initialized due to following error: %s";"TODO";"com.openexchange.cache.OXCachingException";
"";"";"8";"CODE_ERROR";"1";"Put into cache failed.";"TODO";"com.openexchange.cache.OXCachingException";
"";"";"8";"CODE_ERROR";"1";"An SQL error occurred: %s";"TODO";"com.openexchange.tools.iterator.SearchIteratorException";
"";"";"8";"CODE_ERROR";"2";"Missing parameter %s";"TODO";"com.openexchange.ajax.helper.ParamContainerException";
"";"";"8";"CODE_ERROR";"2";"The default element attributes could not be retrieved";"TODO";"com.openexchange.cache.OXCachingException";
"";"";"8";"CODE_ERROR";"2";"Cannot build distinguished name from %s.";"TODO";"com.openexchange.groupware.ldap.LdapException";
"";"";"8";"CODE_ERROR";"2";;"TODO";"com.openexchange.groupware.settings.SettingException";
"";"";"8";"CODE_ERROR";"2";"Missing affiliation id";"TODO";"com.openexchange.groupware.upload.UploadException";
"";"";"8";"CODE_ERROR";"2";"A DBPool error occurred: %s";"TODO";"com.openexchange.tools.iterator.SearchIteratorException";
"";"";"8";"CODE_ERROR";"3";"Remove on cache failed";"TODO";"com.openexchange.cache.OXCachingException";
"";"";"8";"CODE_ERROR";"3";"Unknown action value: %s";"TODO";"com.openexchange.groupware.upload.UploadException";
"";"";"8";"CODE_ERROR";"3";"Operation not allowed on a closed SearchIterator";"TODO";"com.openexchange.tools.iterator.SearchIteratorException";
"";"";"8";"CODE_ERROR";"4";"Header "content-type" does not indicate multipart content";"TODO";"com.openexchange.groupware.upload.UploadException";
"";"";"8";"CODE_ERROR";"4";"Mapping for %d not implemented";"TODO";"com.openexchange.tools.iterator.SearchIteratorException";
"";"";"8";"CODE_ERROR";"5";"FreeBusyResults calculation problem with oid: %d";"TODO";"com.openexchange.tools.iterator.SearchIteratorException";
"";"";"8";"CODE_ERROR";"6";"SQL Problem: "%s"";"TODO";"com.openexchange.groupware.ldap.LdapException";
"";"";"8";"CODE_ERROR";"6";"Missing parameter %s";"TODO";"com.openexchange.groupware.upload.UploadException";
"";"";"8";"CODE_ERROR";"6";"Invalid constructor argument. Instance of %s not supported";"TODO";"com.openexchange.tools.iterator.SearchIteratorException";
"";"";"8";"CODE_ERROR";"7";"Problem putting/removing an object into/from the cache.";"TODO";"com.openexchange.groupware.ldap.LdapException";
"";"";"8";"CODE_ERROR";"7";"Unknown module: %d";"TODO";"com.openexchange.groupware.upload.UploadException";
"";"";"8";"CODE_ERROR";"8";"Hash algorithm %s isn't found.";"TODO";"com.openexchange.groupware.ldap.LdapException";
"";"";"8";"CODE_ERROR";"9";"Encoding %s cannot be used.";"TODO";"com.openexchange.groupware.ldap.LdapException";
"";"";"8";"CODE_ERROR";"9";"Invalid action value: %s";"TODO";"com.openexchange.groupware.upload.UploadException";
"";"";"8";"CODE_ERROR";"10";"Cannot find resource group with identifier %d.";"TODO";"com.openexchange.groupware.ldap.LdapException";
"";"";"8";"CODE_ERROR";"10";"Upload file with id %s could not be found";"TODO";"com.openexchange.groupware.upload.UploadException";
"";"";"8";"CODE_ERROR";"11";"Found resource groups with same identifier %d.";"TODO";"com.openexchange.groupware.ldap.LdapException";
"";"";"8";"CODE_ERROR";"11";"Upload file's content type "%s" does not fit to given file filter "%s"";"TODO";"com.openexchange.groupware.upload.UploadException";
"";"";"8";"CODE_ERROR";"12";"Cannot find resource with identifier %d.";"TODO";"com.openexchange.groupware.ldap.LdapException";
"";"";"8";"CODE_ERROR";"13";"Found resources with same identifier %d.";"TODO";"com.openexchange.groupware.ldap.LdapException";
"";"";"8";"CODE_ERROR";"14";"Cannot find user with email %s.";"TODO";"com.openexchange.groupware.ldap.LdapException";
"";"";"8";"CODE_ERROR";"15";"Cannot find user with identifier %1$s in context %2$d.";"TODO";"com.openexchange.groupware.ldap.LdapException";
"";"";"8";"CODE_ERROR";"16";"Found two user with same identifier %1$s in context %2$d.";"TODO";"com.openexchange.groupware.ldap.LdapException";
"";"";"8";"CODE_ERROR";"17";"Cannot find group with identifier %1$s in context %2$d.";"TODO";"com.openexchange.groupware.ldap.LdapException";
"";"";"9";"CONCURRENT_MODIFICATION";"1";"The object has been changed in the meantime.";"TODO";"com.openexchange.api2.OXConcurrentModificationException";
"";"";"10";"SETUP_ERROR";"1";"Cannot find property %s.";"TODO";"com.openexchange.groupware.ldap.LdapException";
"";"";"10";"SETUP_ERROR";"3";"Class %s can not be loaded.";"TODO";"com.openexchange.groupware.ldap.LdapException";
"";"";"10";"SETUP_ERROR";"4";"Cannot instantiate class %s.";"TODO";"com.openexchange.groupware.ldap.LdapException";
"APP";"APPOINTMENT";"1";"USER_INPUT";"8";"Mandatory field mail address for external participants";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"1";"USER_INPUT";"10";"Folder type "SHARED" is not allowed in this situation.";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"1";"USER_INPUT";"20";"End date is before start date";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"1";"USER_INPUT";"21";"ERROR: Unsupported label value %d";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"1";"USER_INPUT";"22";"ERROR: Private flag is only allowed inside of a private folder.";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"1";"USER_INPUT";"23";"ERROR: Private flag and participants are not supported.";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"1";"USER_INPUT";"24";"ERROR: Unsupported private flag value %d";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"1";"USER_INPUT";"25";"ERROR:: Unsupported "shown as"  value %d";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"1";"USER_INPUT";"26";"Required  value "Start Date" was not supplied.";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"1";"USER_INPUT";"27";"Required value "End Date" was not supplied.";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"1";"USER_INPUT";"28";"Required value "Title" was not supplied.";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"1";"USER_INPUT";"29";"Unable to create exception, recurring position can not be calculated !";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"1";"USER_INPUT";"31";"Error: Got an UserParticipant object with a private folder id < 1 : Identifier = %d";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"1";"USER_INPUT";"32";"Error: Got an UserParticipant object with a private folder id in a public folder : Identifier = %d";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"1";"USER_INPUT";"40";"Fatal error. (DAILY) Missing or wrong Interval value: %d";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"1";"USER_INPUT";"41";"Fatal error. (WEEKLY) Missing or wrong Interval value: %d";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"1";"USER_INPUT";"42";"Fatal error. (MONTHLY) Missing or wrong value DayInMonth : %d";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"1";"USER_INPUT";"43";"Fatal error. (MONTHLY) Missing or wrong value Month : %d";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"1";"USER_INPUT";"44";"Fatal error. (MONTHLY2) Missing or wrong Day value: %d";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"1";"USER_INPUT";"45";"Fatal error. (MONTHLY2) Missing or wrong DayInMonth value: %d";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"1";"USER_INPUT";"46";"Fatal error. (YEARLY) Missing or wrong value DayInMonth : %d";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"1";"USER_INPUT";"47";"Fatal error. (YEARLY2) Missing or wrong value day : %d";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"1";"USER_INPUT";"48";"Fatal error. (YEARLY2) Missing or wrong day_or_type : %d";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"1";"USER_INPUT";"49";"Fatal error. (YEARLY2) Missing or wrong Interval value: %d";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"1";"USER_INPUT";"51";"Unable to remove participant because this participant is the last one";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"1";"USER_INPUT";"54";"Folder is not of type Calendar";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"1";"USER_INPUT";"55";"The required value "interval" is missing or wrong";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"1";"USER_INPUT";"56";"The required  value "days" is missing or wrong";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"1";"USER_INPUT";"57";"Moving appointment to a public folder flaged as private is not allowed!";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"1";"USER_INPUT";"64";"Fatal error. (YEARLY) Missing or wrong Month value: %d";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"1";"USER_INPUT";"65";"Fatal error. You are trying to create a new recurring from an exception!";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"1";"USER_INPUT";"66";"You can not move one element of a recurring appointment into another folder.";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"1";"USER_INPUT";"68";"Move not allowed to a shared folders if the private flag is set";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"1";"USER_INPUT";"69";"You can not use different private flags for one element of a recurring appointment";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"1";"USER_INPUT";"70";"You can not use the private flags in a non private folder";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"3";"PERMISSION";"13";"You do not have the necessary permissions";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"3";"PERMISSION";"36";"Insufficient rights to attach/detach an attachment to this folder!";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"3";"PERMISSION";"37";"Insufficient read rights for this folder!";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"3";"PERMISSION";"58";"You do not have the appropriate permissions to modify this object.";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"3";"PERMISSION";"59";"Got the wrong folder identification. You do not have the appropriate permissions to modify this object.";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"3";"PERMISSION";"60";"Got the wrong shared folder identification. You do not have the appropriate permissions to modify this object.";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"3";"PERMISSION";"61";"You do not have the appropriate permissions to move this object.";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"3";"PERMISSION";"62";"You do not have the appropriate permissions to read this object";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"3";"PERMISSION";"63";"You do not have the appropriate permissions to create an object";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"5";"SUBSYSTEM_OR_SERVICE_DOWN";"5";"Unexpected SQL Error!";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"7";"INTERNAL_ERROR";"7";"Unexpected exception %d!";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"7";"INTERNAL_ERROR";"11";"Unexpected state for deleting a virtual appointment (exception). uid:oid:position %d:%d:%d";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"7";"INTERNAL_ERROR";"30";"Error: Got an UserParticipant object with an identifier < 1 Identifier:Folder_Type = %d:%d";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"7";"INTERNAL_ERROR";"38";"FATAL:: Can not resolve recurrence position because we got neither the recurring position nor a recurring date position";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"7";"INTERNAL_ERROR";"67";"Fatal error. An database update exception occurred.";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"8";"CODE_ERROR";"1";"FATAL: CalendarFolderObject not initialized!";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"8";"CODE_ERROR";"2";"Not yet supported!";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"8";"CODE_ERROR";"3";"Shared folder owner not given !";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"8";"CODE_ERROR";"4";"Folder type unresolvable !";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"8";"CODE_ERROR";"6";"clientLastModified IS NULL. Abort action!";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"8";"CODE_ERROR";"9";"FATAL: Would create an object without participants";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"8";"CODE_ERROR";"12";"SessionObject not initialized";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"8";"CODE_ERROR";"14";"Insert expected but the object id is already given. Aborting action...";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"8";"CODE_ERROR";"15";"Update expected but no object id is given. Aborting action...";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"8";"CODE_ERROR";"16";"Invalid request. Folder is shared!";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"8";"CODE_ERROR";"17";"Invalid request. Folder is shared!";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"8";"CODE_ERROR";"18";"Invalid request. Folder is shared!";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"8";"CODE_ERROR";"19";"Unsupported type detected : %d";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"8";"CODE_ERROR";"33";"Move not supported: Source:Destination %d:%d";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"8";"CODE_ERROR";"34";"Move not allowed from shared folders";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"8";"CODE_ERROR";"35";"Calendar operation: Context not set.";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"8";"CODE_ERROR";"39";"Missing start date, unable to calculate recurring!";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"8";"CODE_ERROR";"50";"Unable to remove participant %d";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"8";"CODE_ERROR";"52";"Action type not supported : %d";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"APP";"APPOINTMENT";"8";"CODE_ERROR";"53";"SearchIterator NULL";"TODO";"com.openexchange.groupware.calendar.OXCalendarException";
"TSK";"TASK";"1";"USER_INPUT";"8";"Cannot create private task in public/shared folder %1$d.";"TODO";"com.openexchange.groupware.tasks.TaskException";
"TSK";"TASK";"1";"USER_INPUT";"28";"Private flagged tasks cannot be delegated.";"TODO";"com.openexchange.groupware.tasks.TaskException";
"TSK";"TASK";"1";"USER_INPUT";"30";"Percent is %d but must be between 0 and 100.";"TODO";"com.openexchange.groupware.tasks.TaskException";
"TSK";"TASK";"1";"USER_INPUT";"31";"For tasks which are not started the percentage done must be 0 and not %d.";"TODO";"com.openexchange.groupware.tasks.TaskException";
"TSK";"TASK";"1";"USER_INPUT";"36";"Unknown recurrence type %d.";"TODO";"com.openexchange.groupware.tasks.TaskException";
"TSK";"TASK";"1";"USER_INPUT";"37";"Value for the recurrence is missing: %d.";"TODO";"com.openexchange.groupware.tasks.TaskException";
"TSK";"TASK";"1";"USER_INPUT";"38";"For finished tasks the percentage must be 100 and not %d.";"TODO";"com.openexchange.groupware.tasks.TaskException";
"TSK";"TASK";"1";"USER_INPUT";"40";"Start date %1$s must be before end date %2$s.";"TODO";"com.openexchange.groupware.tasks.TaskException";
"TSK";"TASK";"1";"USER_INPUT";"43";"Only the task creator is allowed to set private flag.";"TODO";"com.openexchange.groupware.tasks.TaskException";
"TSK";"TASK";"1";"USER_INPUT";"44";"Cannot add external participant without email address.";"TODO";"com.openexchange.groupware.tasks.TaskException";
"TSK";"TASK";"3";"PERMISSION";"6";"Folder %1$s (%2$d) is not a task folder.";"TODO";"com.openexchange.groupware.tasks.TaskException";
"TSK";"TASK";"3";"PERMISSION";"14";"You are not allowed to delete the task.";"TODO";"com.openexchange.groupware.tasks.TaskException";
"TSK";"TASK";"3";"PERMISSION";"23";"You are not allowed to read the contents of folder %1$s (%2$d).";"TODO";"com.openexchange.groupware.tasks.TaskException";
"TSK";"TASK";"3";"PERMISSION";"24";"Tasks are disable for you (%d).";"TODO";"com.openexchange.groupware.tasks.TaskException";
"TSK";"TASK";"3";"PERMISSION";"25";"You are not allowed to create tasks in folder %1$s (%2$d).";"TODO";"com.openexchange.groupware.tasks.TaskException";
"TSK";"TASK";"3";"PERMISSION";"26";"You are not allowed to delegate tasks.";"TODO";"com.openexchange.groupware.tasks.TaskException";
"TSK";"TASK";"3";"PERMISSION";"33";"You are not allowed to edit tasks in folder %1$s (%2$d).";"TODO";"com.openexchange.groupware.tasks.TaskException";
"TSK";"TASK";"3";"PERMISSION";"34";"Moving items from or into shared folder %1$s (%2$d) is not allowed.";"TODO";"com.openexchange.groupware.tasks.TaskException";
"TSK";"TASK";"3";"PERMISSION";"35";"You are not allowed to see a private task in shared folder %1$s (%2$d).";"TODO";"com.openexchange.groupware.tasks.TaskException";
"TSK";"TASK";"3";"PERMISSION";"42";"Task with private flags cannot be moved to public folder %1$s (%2$d).";"TODO";"com.openexchange.groupware.tasks.TaskException";
"TSK";"TASK";"5";"SUBSYSTEM_OR_SERVICE_DOWN";"2";"Problem setting auto commit to true.";"TODO";"com.openexchange.groupware.tasks.TaskException";
"TSK";"TASK";"5";"SUBSYSTEM_OR_SERVICE_DOWN";"3";"Cannot get database connection.";"TODO";"com.openexchange.groupware.tasks.TaskException";
"TSK";"TASK";"8";"CODE_ERROR";"1";"Error while inserting task: %s.";"TODO";"com.openexchange.groupware.tasks.TaskException";
"TSK";"TASK";"8";"CODE_ERROR";"4";"This method is not implemented.";"TODO";"com.openexchange.groupware.tasks.TaskException";
"TSK";"TASK";"8";"CODE_ERROR";"5";"SQL Problem: "%s".";"TODO";"com.openexchange.groupware.tasks.TaskException";
"TSK";"TASK";"8";"CODE_ERROR";"9";"SQL problem while updating task: %s.";"TODO";"com.openexchange.groupware.tasks.TaskException";
"TSK";"TASK";"8";"CODE_ERROR";"10";"Counting tasks did not return a result.";"TODO";"com.openexchange.groupware.tasks.TaskException";
"TSK";"TASK";"8";"CODE_ERROR";"11";"SQL problem while deleting task: %s.";"TODO";"com.openexchange.groupware.tasks.TaskException";
"TSK";"TASK";"8";"CODE_ERROR";"12";"Cannot find folder of task participant.";"TODO";"com.openexchange.groupware.tasks.TaskException";
"TSK";"TASK";"8";"CODE_ERROR";"13";"SQL problem while listing tasks: %s.";"TODO";"com.openexchange.groupware.tasks.TaskException";
"TSK";"TASK";"8";"CODE_ERROR";"15";"Tried to delete %1$d folders but only %2$d were deleted.";"TODO";"com.openexchange.groupware.tasks.TaskException";
"TSK";"TASK";"8";"CODE_ERROR";"16";"Tried to delete %1$d participants but only %2$d were deleted.";"TODO";"com.openexchange.groupware.tasks.TaskException";
"TSK";"TASK";"8";"CODE_ERROR";"17";"Folder %d for task %d cannot be found. User %d, Context %d.";"TODO";"com.openexchange.groupware.tasks.TaskException";
"TSK";"TASK";"8";"CODE_ERROR";"18";"Participant %d for task %d is not found.";"TODO";"com.openexchange.groupware.tasks.TaskException";
"TSK";"TASK";"8";"CODE_ERROR";"19";"Cannot find task %d in context %d.";"TODO";"com.openexchange.groupware.tasks.TaskException";
"TSK";"TASK";"8";"CODE_ERROR";"20";"Unknown task attribute %d.";"TODO";"com.openexchange.groupware.tasks.TaskException";
"TSK";"TASK";"8";"CODE_ERROR";"21";"Date range in search must contain 2 and not %d values.";"TODO";"com.openexchange.groupware.tasks.TaskException";
"TSK";"TASK";"8";"CODE_ERROR";"22";"Cannot decrease number of attachments below zero.";"TODO";"com.openexchange.groupware.tasks.TaskException";
"TSK";"TASK";"8";"CODE_ERROR";"27";"Missing folder id for creating task.";"TODO";"com.openexchange.groupware.tasks.TaskException";
"TSK";"TASK";"8";"CODE_ERROR";"32";"Cannot send event to event system.";"TODO";"com.openexchange.groupware.tasks.TaskException";
"TSK";"TASK";"8";"CODE_ERROR";"39";"Invalid task state %d.";"TODO";"com.openexchange.groupware.tasks.TaskException";
"TSK";"TASK";"8";"CODE_ERROR";"45";"Problem with a thread.";"TODO";"com.openexchange.groupware.tasks.TaskException";
"TSK";"TASK";"9";"CONCURRENT_MODIFICATION";"7";"Edit Conflict. Your change cannot be completed because somebody else has made a conflicting change to the same item. Please refresh or synchronize and try again.";"TODO";"com.openexchange.groupware.tasks.TaskException";
"TSK";"TASK";"12";"TRUNCATED";"41";"The attribute %1$s has been truncated.";"TODO";"com.openexchange.groupware.tasks.TaskException";
"CON";"CONTACT";"1";"USER_INPUT";"100";"The application was unable to validate a given email address from this contact: %s";"0";"";
"CON";"CONTACT";"1";"USER_INPUT";"101";"Unable to scale this contact image.  Either the file type is not supported or the image is too large. Your mime type is %1$s and your image size is %2$d. The max. allowed image size is %3$d.";"1";"";
"CON";"CONTACT";"1";"USER_INPUT";"102";"This gif image is too large. It can not be scaled and will not be accepted";"2";"";
"CON";"CONTACT";"1";"USER_INPUT";"122";"No changes found. No update requiered. Context %1$d Object %2$d";"22";"";
"CON";"CONTACT";"1";"USER_INPUT";"136";"Unable to save contact image. The image appears to be broken.";"36";"";
"CON";"CONTACT";"1";"USER_INPUT";"138";"Unable to update contact image. The image appears to be broken.";"38";"";
"CON";"CONTACT";"1";"USER_INPUT";"156";"One or more fields contain too much information. Field: %1$d Character Limit: %2$d Sent %3$d";"56";"";
"CON";"CONTACT";"1";"USER_INPUT";"400";"Number of  documents attached to this contact is below zero. You can not remove any more attachments.";"";"";
"CON";"CONTACT";"3";"PERMISSION";"103";"You are not allowed to store this contact in a non-contact folder: folder id %1$d in context %2$d with user %3$d";"3";"";
"CON";"CONTACT";"3";"PERMISSION";"104";"You do not have permission to store objects in folder %1$d in context %2$d with user %3$d";"4";"";
"CON";"CONTACT";"3";"PERMISSION";"105";"You do not have permission to store objects in folder %1$d in context %2$d with user %3$d";"5";"";
"CON";"CONTACT";"3";"PERMISSION";"110";"You are not allowed to store this contact in a non-contact folder: folder id %1$d in context %2$d with user %3$d";"10";"";
"CON";"CONTACT";"3";"PERMISSION";"111";"You do not have permission to store objects in folder %1$d in context %2$d with user %3$d";"11";"";
"CON";"CONTACT";"3";"PERMISSION";"112";"You do not have permission to store objects in folder %1$d in context %2$d with user %3$d";"12";"";
"CON";"CONTACT";"3";"PERMISSION";"113";"You are not allowed to store this contact in a non-contact folder: folder id %1$d in context %2$d with user %3$d";"13";"";
"CON";"CONTACT";"3";"PERMISSION";"114";"You do not have permission to store objects in folder %1$d in context %2$d with user %3$d";"14";"";
"CON";"CONTACT";"3";"PERMISSION";"115";"You do not have permission to store objects in folder %1$d in context %2$d with user %3$d";"15";"";
"CON";"CONTACT";"3";"PERMISSION";"117";"You do not have permission to store objects in folder %1$d in context %2$d with user %3$d";"17";"";
"CON";"CONTACT";"3";"PERMISSION";"118";"You are not allowed to mark this contact as private contact: Context %1$d Object %2$d";"18";"";
"CON";"CONTACT";"3";"PERMISSION";"119";"The object has changed on server side since it was last fetched.";"19";"";
"CON";"CONTACT";"3";"PERMISSION";"142";"You do not have permission to delete objects from folder %1$d in context %2$d with user %3$d";"42";"";
"CON";"CONTACT";"3";"PERMISSION";"147";"Unable to delete Contacts from this user. Context %1$d User %2$d";"47";"";
"CON";"CONTACT";"3";"PERMISSION";"152";"Unable to delete contacts from user because this is a non-contact folder. Context %1$d Folder %2$d User %3$d";"52";"";
"CON";"CONTACT";"3";"PERMISSION";"157";"Unable to trigger object Events: Context %1$d User %2$d";"57";"";
"CON";"CONTACT";"3";"PERMISSION";"165";"Unable to move this contact because it is marked as private: Context %1$d Object %2$d";"65";"";
"CON";"CONTACT";"3";"PERMISSION";"202";"You are not allowed to store this contact in a non-contact folder: folder id %1$d in context %2$d with user %3$d";"2";"";
"CON";"CONTACT";"3";"PERMISSION";"204";"You do not have permission to store objects in folder %1$d in context %2$d with user %3$d";"4";"";
"CON";"CONTACT";"3";"PERMISSION";"205";"You do not have permission to store objects in folder %1$d in context %2$d with user %3$d";"5";"";
"CON";"CONTACT";"3";"PERMISSION";"209";"You do not have permission to store objects in folder %1$d in context %2$d with user %3$d";"9";"";
"CON";"CONTACT";"3";"PERMISSION";"210";"You do not have permission to store objects in folder %1$d in context %2$d with user %3$d";"10";"";
"CON";"CONTACT";"3";"PERMISSION";"215";"You do not have permission to store objects in folder %1$d in context %2$d with user %3$d";"15";"";
"CON";"CONTACT";"3";"PERMISSION";"216";"You do not have permission to store objects in folder %1$d in context %2$d with user %3$d";"16";"";
"CON";"CONTACT";"3";"PERMISSION";"222";"You do not have permission to store objects in folder %1$d in context %2$d with user %3$d";"22";"";
"CON";"CONTACT";"3";"PERMISSION";"223";"You do not have permission to store objects in folder %1$d in context %2$d with user %3$d";"23";"";
"CON";"CONTACT";"3";"PERMISSION";"228";"You do not have permission to read objects in folder %1$d in context %2$d with user %3$d";"28";"";
"CON";"CONTACT";"3";"PERMISSION";"232";"You do not have permission to store objects in folder %1$d in context %2$d with user %3$d";"32";"";
"CON";"CONTACT";"3";"PERMISSION";"242";"You do not have permission to delete objects from folder %1$d in context %2$d with user %3$d";"42";"";
"CON";"CONTACT";"3";"PERMISSION";"246";"You do not have permission to delete objects from folder %1$d in context %2$d with user %3$d";"46";"";
"CON";"CONTACT";"3";"PERMISSION";"258";"You do not have permission to delete objects from folder %1$d in context %2$d with user %3$d";"58";"";
